Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
VSNL1	ENST00000406397.1	visinin-like 1 	89	1	0	0	1	0	0	0	0	0	hsa-miR-148a-3p	0.0505	0.2848	0.7858	-0.28	-0.28	0.68	2005, 2007
KPNA4	ENST00000334256.4	karyopherin alpha 4 (importin alpha 3) 	111	1	0	0	1	0	0	0	0	0	hsa-miR-148a-3p	0.0327	0.2054	0.7571	-0.28	-0.28	0.85	2009, 2011
LRP4	ENST00000378623.1	low density lipoprotein receptor-related protein 4 	152	1	0	0	1	0	0	0	0	0	hsa-miR-148a-3p	0.0583	0.3314	1.0205	-0.28	-0.28	0.80	2005, 2007, 2009, 2011
DLL4	ENST00000249749.5	delta-like 4 (Drosophila) 	605	1	0	0	1	0	0	0	0	1	hsa-miR-148a-3p	0.0278	0.1781	0.6874	-0.28	-0.28	0.76	2009, 2011
ADAMTS18	ENST00000282849.5	ADAM metallopeptidase with thrombospondin type 1 motif, 18 	7	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0303	0.1940	0.7644	-0.28	-0.28	0.72	2005, 2007, 2009, 2011
MTSS1L	ENST00000338779.6	metastasis suppressor 1-like 	2982	1	0	1	0	0	0	0	0	0	hsa-miR-152-3p	0.0966	0.4465	0.9262	-0.28	-0.28	0.88	2007, 2009, 2011
DLG2	ENST00000398309.2	discs, large homolog 2 (Drosophila) 	15	1	1	0	0	1	0	1	0	0	hsa-miR-152-3p	0.0964	0.5683	2.0566	-0.28	-0.28	< 0.1	2007, 2009, 2011
CLVS2	ENST00000275162.5	clavesin 2 	19	1	0	1	0	1	0	1	0	2	hsa-miR-148a-3p	0.0629	0.3848	1.4529	-0.28	-0.30	0.51	NULL
PSEN1	ENST00000344094.3	presenilin 1 	1340	1	0	0	1	0	0	0	0	0	hsa-miR-148a-3p	0.0503	0.2952	0.9538	-0.28	-0.28	0.62	2009, 2011
PCYT1B	ENST00000379145.1	phosphate cytidylyltransferase 1, choline, beta 	5	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.1043	0.4886	1.1427	-0.28	-0.28	0.58	2009, 2011
PRKAG2	ENST00000287878.4	protein kinase, AMP-activated, gamma 2 non-catalytic subunit 	273	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0307	0.1900	0.6435	-0.28	-0.28	0.34	2005, 2007, 2009, 2011
ELAVL2	ENST00000380110.4	ELAV like neuron-specific RNA binding protein 2 	78	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0772	0.3719	0.7692	-0.27	-0.30	0.85	2007, 2009, 2011
CDK14	ENST00000380050.3	cyclin-dependent kinase 14 	226	1	1	0	0	0	0	0	0	1	hsa-miR-148a-3p	0.0489	0.2990	1.0924	-0.27	-0.28	< 0.1	NULL
JARID2	ENST00000341776.2	jumonji, AT rich interactive domain 2 	199	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.1225	0.5390	1.1918	-0.27	-0.27	0.84	2009, 2011
CALR	ENST00000316448.5	calreticulin 	17017	1	0	0	1	0	0	0	0	0	hsa-miR-152-3p	0.0232	0.1517	0.6185	-0.27	-0.27	0.81	2005, 2007
RASSF8	ENST00000541490.1	Ras association (RalGDS/AF-6) domain family (N-terminal) member 8 	1290	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.1208	0.5078	0.9238	-0.27	-0.27	0.89	2011
PITPNM2	ENST00000280562.5	phosphatidylinositol transfer protein, membrane-associated 2 	66	1	1	0	0	1	0	0	1	1	hsa-miR-148a-3p	0.1054	0.5273	1.4876	-0.27	-0.27	0.86	2009, 2011
SFMBT1	ENST00000394752.3	Scm-like with four mbt domains 1 	116	2	0	1	1	0	0	0	0	1	hsa-miR-148a-3p	0.0337	0.2085	0.7234	-0.27	-0.32	0.80	2011
ERLIN1	ENST00000421367.2	ER lipid raft associated 1 	86	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0337	0.2083	0.7258	-0.27	-0.27	0.67	2007, 2009, 2011
KCNQ4	ENST00000347132.5	potassium voltage-gated channel, KQT-like subfamily, member 4 	46	1	0	1	0	1	0	1	0	0	hsa-miR-148a-3p	0.0394	0.2557	1.0158	-0.27	-0.27	0.42	2011
ROBO2	ENST00000461745.1	roundabout, axon guidance receptor, homolog 2 (Drosophila) 	22	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0393	0.2378	0.7895	-0.27	-0.27	0.86	2007, 2009, 2011
FLJ00418	ENST00000597002.1		5	1	0	0	1	0	0	0	0	0	hsa-miR-148a-3p	0.0120	0.0828	0.4067	-0.27	-0.27	0.58	NULL
CEP55	ENST00000371485.3	centrosomal protein 55kDa 	92	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0215	0.1384	0.5348	-0.27	-0.30	0.27	2009
TMEM9B	ENST00000309134.5	TMEM9 domain family, member B 	195	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0394	0.1966	0.4427	-0.27	-0.59	0.42	2007, 2009, 2011
MMS19	ENST00000327277.7	MMS19 nucleotide excision repair homolog (S. cerevisiae) 	1062	1	1	0	0	0	0	0	0	2	hsa-miR-148a-3p	0.0424	0.2652	1.0207	-0.27	-0.29	< 0.1	NULL
ARPP19	ENST00000566423.1	cAMP-regulated phosphoprotein, 19kDa 	1316	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0318	0.1963	0.6617	-0.27	-0.27	0.90	2005, 2007, 2009
TAF4B	ENST00000269142.5	TAF4b RNA polymerase II, TATA box binding protein (TBP)-associated factor, 105kDa 	52	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0260	0.1649	0.5933	-0.27	-0.27	0.63	2009, 2011
FAM21B	ENST00000358474.5	family with sequence similarity 21, member B 	0	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0574	0.3253	0.9813	-0.27	-0.27	0.62	2011
GPM6A	ENST00000280187.7	glycoprotein M6A 	335	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0325	0.1991	0.6475	-0.27	-0.27	< 0.1	2005, 2007
GMFB	ENST00000554908.1	glia maturation factor, beta 	15	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0447	0.2562	0.8576	-0.27	-0.43	0.84	2005, 2007, 2009, 2011
SH2B3	ENST00000341259.2	SH2B adaptor protein 3 	89	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0565	0.3245	1.0175	-0.27	-0.27	0.77	2009, 2011
FAM21D	ENST00000311663.5	family with sequence similarity 21, member D 	5	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0326	0.2088	0.8326	-0.27	-0.27	0.27	NULL
SERBP1	ENST00000370994.4	SERPINE1 mRNA binding protein 1 	926	2	1	1	0	0	0	0	0	1	hsa-miR-152-3p	0.1547	0.7785	1.9024	-0.27	-0.29	0.74	2009, 2011
ABCA1	ENST00000374736.3	ATP-binding cassette, sub-family A (ABC1), member 1 	184	1	0	1	0	0	0	0	0	1	hsa-miR-148a-3p	0.0641	0.3633	1.1759	-0.26	-0.28	0.88	2005, 2007, 2009, 2011
STXBP5	ENST00000367481.3	syntaxin binding protein 5 (tomosyn) 	555	1	0	0	1	1	0	1	0	0	hsa-miR-152-3p	0.0531	0.3538	1.6255	-0.26	-0.45	0.60	NULL
LTBP1	ENST00000404525.1	latent transforming growth factor beta binding protein 1 	5324	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0500	0.2927	0.9389	-0.26	-0.26	0.63	2005, 2007, 2009, 2011
SKIDA1	ENST00000449193.2	SKI/DACH domain containing 1 	18	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0410	0.2593	1.0787	-0.26	-0.42	0.67	2005, 2007, 2009, 2011
ARHGEF12	ENST00000397843.2	Rho guanine nucleotide exchange factor (GEF) 12 	815	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.1418	0.5657	1.0924	-0.26	-0.27	0.89	2005, 2007, 2009, 2011
TET2	ENST00000545826.1	tet methylcytosine dioxygenase 2 	558	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.1612	0.6389	1.3673	-0.26	-0.26	0.84	2011
DNAJB12	ENST00000338820.3	DnaJ (Hsp40) homolog, subfamily B, member 12 	1458	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0558	0.3050	0.7790	-0.26	-0.26	0.82	2009, 2011
PIK3CA	ENST00000263967.3	phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha 	112	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0417	0.2511	0.8362	-0.26	-0.26	0.52	NULL
ZADH2	ENST00000322342.3	zinc binding alcohol dehydrogenase domain containing 2 	207	1	1	0	0	2	0	1	1	0	hsa-miR-148a-3p	0.0778	0.4133	1.2594	-0.26	-0.44	0.90	2005, 2007, 2009, 2011
PPARD	ENST00000448077.2	peroxisome proliferator-activated receptor delta 	239	1	0	0	1	1	0	1	0	1	hsa-miR-152-3p	0.0598	0.3497	1.1730	-0.26	-0.26	0.68	2009, 2011
C12orf79	ENST00000549802.1	chromosome 12 open reading frame 79 	5	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0247	0.1627	0.6908	-0.26	-0.26	0.46	NULL
NHS	ENST00000380060.3	Nance-Horan syndrome (congenital cataracts and dental anomalies) 	72	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.1494	0.5737	0.9921	-0.26	-0.26	0.86	2005, 2007, 2009, 2011
MSI2	ENST00000284073.2	musashi RNA-binding protein 2 	283	1	0	1	0	0	0	0	0	2	hsa-miR-152-3p	0.0592	0.3520	1.2234	-0.26	-0.34	0.66	NULL
PAN3	ENST00000282391.5	PAN3 poly(A) specific ribonuclease subunit homolog (S. cerevisiae) 	361	1	0	0	1	0	0	0	0	1	hsa-miR-148a-3p	0.0408	0.2636	1.1057	-0.26	-0.26	0.57	NULL
FBXO33	ENST00000298097.7	F-box protein 33 	306	1	0	1	0	1	0	1	0	1	hsa-miR-148a-3p	0.0311	0.2131	1.0500	-0.26	-0.27	0.35	2005, 2007, 2011
SMAD5	ENST00000545279.1	SMAD family member 5 	225	1	0	1	0	2	0	2	0	0	hsa-miR-152-3p	0.0687	0.4212	1.4671	-0.26	-0.34	0.42	2011
CDK8	ENST00000536792.1	cyclin-dependent kinase 8 	280	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0273	0.1713	0.5986	-0.25	-0.26	0.56	2009, 2011
FAM21A	ENST00000399339.2	family with sequence similarity 21, member A 	5	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0521	0.3030	0.9602	-0.25	-0.25	0.53	2011
SPIRE1	ENST00000409402.4	spire-type actin nucleation factor 1 	103	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0668	0.3681	1.1152	-0.25	-0.27	0.51	2009, 2011
AC068987.1	ENST00000599343.1	HCG1997999; cDNA FLJ33996 fis, clone DFNES2008881  	44	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0203	0.1335	0.5567	-0.25	-0.25	0.59	NULL
SIX4	ENST00000216513.4	SIX homeobox 4 	94	1	0	1	0	1	0	0	1	0	hsa-miR-148a-3p	0.0388	0.2664	1.3638	-0.25	-0.30	0.64	2007, 2009, 2011
SLC7A5	ENST00000565644.1	solute carrier family 7 (amino acid transporter light chain, L system), member 5 	155	1	1	0	0	0	0	0	0	2	hsa-miR-148a-3p	0.0775	0.4060	1.1214	-0.25	-0.26	0.29	2009, 2011
TCF4	ENST00000354452.3	transcription factor 4 	394	1	0	0	1	2	0	2	0	0	hsa-miR-148a-3p	0.0471	0.2975	1.1850	-0.25	-0.38	0.55	2011
MARCH2	ENST00000602117.1	membrane-associated ring finger (C3HC4) 2, E3 ubiquitin protein ligase 	909	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0176	0.1167	0.4939	-0.25	-0.25	0.31	2007
DUSP16	ENST00000298573.4	dual specificity phosphatase 16 	444	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0261	0.1654	0.5942	-0.25	-0.25	< 0.1	NULL
KIAA1324L	ENST00000450689.2	KIAA1324-like 	181	1	0	1	0	1	0	0	1	0	hsa-miR-148a-3p	0.0374	0.2408	0.9458	-0.25	-0.33	0.59	2007, 2009, 2011
TSPAN18	ENST00000340160.3	tetraspanin 18 	332	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0479	0.2562	0.6336	-0.25	-0.33	0.82	2011
PPARGC1A	ENST00000264867.2	peroxisome proliferator-activated receptor gamma, coactivator 1 alpha 	19	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0425	0.2576	0.8816	-0.25	-0.25	0.67	2005, 2007, 2009, 2011
ATXN1	ENST00000244769.4	ataxin 1 	106	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.1452	0.5673	1.0424	-0.25	-0.25	0.77	2005, 2007, 2009, 2011
STT3A	ENST00000392708.4	STT3A, subunit of the oligosaccharyltransferase complex (catalytic) 	3595	1	0	0	1	0	0	0	0	0	hsa-miR-148a-3p	0.0466	0.2660	0.7394	-0.25	-0.25	0.86	2007, 2011
FBN3	ENST00000600128.1	fibrillin 3 	10	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0604	0.3424	1.0666	-0.25	-0.25	0.51	2009, 2011
MUM1L1	ENST00000357175.2	melanoma associated antigen (mutated) 1-like 1 	50	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0348	0.2122	0.6956	-0.25	-0.25	0.29	2005, 2007, 2011
STARD13	ENST00000336934.5	StAR-related lipid transfer (START) domain containing 13 	314	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.1732	0.5213	0.8340	-0.25	-0.36	0.73	2005, 2007, 2009, 2011
PPAP2B	ENST00000371250.3	phosphatidic acid phosphatase type 2B 	81	1	0	0	1	2	1	0	1	0	hsa-miR-148a-3p	0.0647	0.3391	0.8022	-0.25	-0.41	0.86	2009, 2011
KIAA1549	ENST00000440172.1	KIAA1549 	508	1	0	1	0	1	0	0	1	1	hsa-miR-148a-3p	0.0462	0.3168	1.6649	-0.25	-0.28	0.69	2009, 2011
CERS6	ENST00000305747.6	ceramide synthase 6 	1932	1	0	1	0	2	0	1	1	0	hsa-miR-148b-3p	0.0349	0.2444	1.3315	-0.25	-0.27	0.82	2009, 2011
TGFB2	ENST00000366930.4	transforming growth factor, beta 2 	157	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0873	0.3243	0.5889	-0.24	-0.51	0.89	2011
CNR1	ENST00000362094.5	cannabinoid receptor 1 (brain) 	40	1	0	1	0	0	0	0	0	1	hsa-miR-152-3p	0.0213	0.1493	0.8317	-0.24	-0.32	0.36	2009, 2011
GAS1	ENST00000298743.7	growth arrest-specific 1 	2904	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0320	0.1962	0.6423	-0.24	-0.24	0.64	2009, 2011
BACH2	ENST00000257749.4	BTB and CNC homology 1, basic leucine zipper transcription factor 2 	74	1	1	0	0	0	0	0	0	1	hsa-miR-148a-3p	0.0853	0.4468	1.2751	-0.24	-0.24	0.87	2005, 2007, 2009, 2011
KIT	ENST00000288135.5	v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog 	329	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0496	0.3181	1.3211	-0.24	-0.24	0.79	2011
ATXN7L1	ENST00000419735.3	ataxin 7-like 1 	67	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0845	0.4368	1.1939	-0.24	-0.24	0.84	2009, 2011
AC140061.12	ENST00000598429.1	Uncharacterized protein  	11	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0272	0.1725	0.6358	-0.24	-0.24	0.67	NULL
AQP11	ENST00000313578.3	aquaporin 11 	75	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0145	0.0987	0.4578	-0.24	-0.24	0.34	2011
SNX2	ENST00000379516.2	sorting nexin 2 	397	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0290	0.1752	0.5712	-0.24	-0.32	0.89	NULL
OSTF1	ENST00000346234.6	osteoclast stimulating factor 1 	107	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0161	0.1083	0.4889	-0.24	-0.26	0.31	NULL
LYRM2	ENST00000520318.1	LYR motif containing 2 	305	1	1	0	0	0	0	0	0	1	hsa-miR-148a-3p	0.0298	0.1917	0.8290	-0.24	-0.38	< 0.1	NULL
ZNF784	ENST00000591479.1	zinc finger protein 784 	19	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0194	0.1277	0.5195	-0.24	-0.24	0.30	2007, 2009, 2011
LNPEP	ENST00000231368.5	leucyl/cystinyl aminopeptidase 	28	1	0	0	1	1	0	1	0	0	hsa-miR-148a-3p	0.0281	0.1848	0.7876	-0.24	-0.42	0.80	NULL
BBX	ENST00000415149.2	bobby sox homolog (Drosophila) 	141	1	0	0	1	1	0	1	0	2	hsa-miR-148a-3p	0.0365	0.2557	1.4042	-0.24	-0.27	0.59	NULL
MBOAT2	ENST00000305997.3	membrane bound O-acyltransferase domain containing 2 	1145	1	0	0	1	1	0	1	0	2	hsa-miR-152-3p	0.0459	0.2874	1.0755	-0.24	-0.30	0.80	2009, 2011
EFNB2	ENST00000245323.4	ephrin-B2 	25	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0258	0.1647	0.6144	-0.24	-0.24	0.58	2005, 2007, 2009, 2011
CAMSAP2	ENST00000358823.2	calmodulin regulated spectrin-associated protein family, member 2 	235	1	0	0	1	0	0	0	0	0	hsa-miR-148a-3p	0.0566	0.3115	0.8289	-0.24	-0.24	0.49	NULL
DHRS13	ENST00000378895.4	dehydrogenase/reductase (SDR family) member 13 	596	1	0	1	0	0	0	0	0	0	hsa-miR-148b-3p	0.0239	0.1544	0.5949	-0.24	-0.24	0.34	2011
PIK3C2A	ENST00000265970.7	phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha 	280	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0824	0.3891	0.9431	-0.24	-0.32	0.86	2009, 2011
E2F3	ENST00000346618.3	E2F transcription factor 3 	91	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0434	0.2525	0.7393	-0.24	-0.24	0.83	2007, 2009, 2011
BRPF1	ENST00000383829.2	bromodomain and PHD finger containing, 1 	351	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0791	0.3965	0.9277	-0.24	-0.24	0.73	2005, 2007, 2009, 2011
RNF44	ENST00000274811.4	ring finger protein 44 	1623	1	0	1	0	1	0	0	1	1	hsa-miR-148a-3p	0.0307	0.2026	0.8897	-0.24	-0.24	0.70	2005, 2007, 2009, 2011
FAM21C	ENST00000336378.4	family with sequence similarity 21, member C 	5	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0427	0.2615	0.9364	-0.24	-0.24	0.53	2011
C16orf52	ENST00000542527.2	chromosome 16 open reading frame 52 	102	1	0	1	0	0	0	0	0	1	hsa-miR-152-3p	0.0497	0.3057	1.1182	-0.24	-0.26	0.60	2011
TBC1D8	ENST00000376840.4	TBC1 domain family, member 8 (with GRAM domain) 	47	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0172	0.1146	0.5112	-0.23	-0.30	0.32	2011
MTMR12	ENST00000280285.5	myotubularin related protein 12 	156	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.1032	0.3849	0.7017	-0.23	-0.40	0.86	2007, 2009, 2011
LRFN1	ENST00000248668.4	leucine rich repeat and fibronectin type III domain containing 1 	82	1	0	0	1	0	0	0	0	0	hsa-miR-148a-3p	0.0334	0.2106	0.7870	-0.23	-0.23	0.69	2009, 2011
ZFPM2	ENST00000407775.2	zinc finger protein, FOG family member 2 	595	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0278	0.1845	0.8312	-0.23	-0.23	0.59	2005, 2007, 2009, 2011
HMGB3	ENST00000325307.7	high mobility group box 3 	295	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0271	0.1728	0.6525	-0.23	-0.23	0.87	2005, 2007, 2009, 2011
EGR3	ENST00000519492.1	early growth response 3 	21	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0171	0.1133	0.4901	-0.23	-0.32	0.51	2009, 2011
TERF2	ENST00000254942.3	telomeric repeat binding factor 2 	709	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0246	0.1574	0.5909	-0.23	-0.23	0.71	NULL
SOX5	ENST00000546136.1	SRY (sex determining region Y)-box 5 	43	1	0	0	1	0	0	0	0	0	hsa-miR-148a-3p	0.0384	0.2350	0.8098	-0.23	-0.23	0.65	2005, 2007, 2009, 2011
SYT1	ENST00000457153.2	synaptotagmin I 	13	1	0	1	0	0	0	0	0	1	hsa-miR-152-3p	0.0419	0.2666	1.0589	-0.23	-0.23	0.63	2005, 2007, 2009, 2011
DYRK1A	ENST00000339659.4	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A 	448	1	1	0	0	0	0	0	0	2	hsa-miR-148b-3p	0.1004	0.5136	1.5006	-0.23	-0.24	0.86	2005, 2007, 2009, 2011
PVRL1	ENST00000264025.3	poliovirus receptor-related 1 (herpesvirus entry mediator C) 	50	1	0	1	0	2	0	0	2	0	hsa-miR-152-3p	0.0475	0.3148	1.3573	-0.23	-0.23	0.66	2007
PTPRM	ENST00000332175.8	protein tyrosine phosphatase, receptor type, M 	553	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0202	0.1433	0.8409	-0.23	-0.23	0.60	2005, 2007, 2009, 2011
TBPL1	ENST00000237264.4	TBP-like 1 	69	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0379	0.2283	0.7920	-0.23	-0.29	< 0.1	NULL
TFDP2	ENST00000499676.2	transcription factor Dp-2 (E2F dimerization partner 2) 	128	1	0	1	0	3	0	1	2	1	hsa-miR-148a-3p	0.0321	0.1915	0.6470	-0.23	-0.86	0.94	2011
ZBTB8A	ENST00000316459.4	zinc finger and BTB domain containing 8A 	287	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0319	0.2106	0.9465	-0.23	-0.23	0.76	2007, 2009, 2011
LCOR	ENST00000371103.3	ligand dependent nuclear receptor corepressor 	94	1	0	1	0	1	0	1	0	1	hsa-miR-148a-3p	0.0422	0.2935	1.5564	-0.23	-0.23	0.64	2011
AP1G1	ENST00000299980.4	adaptor-related protein complex 1, gamma 1 subunit 	436	1	0	0	1	0	0	0	0	0	hsa-miR-148a-3p	0.0332	0.2117	0.8399	-0.23	-0.23	0.56	2005, 2007, 2011
PAQR9	ENST00000340634.3	progestin and adipoQ receptor family member IX 	233	1	0	0	1	0	0	0	0	0	hsa-miR-148b-3p	0.0236	0.1551	0.6531	-0.23	-0.23	0.49	NULL
MLLT6	ENST00000325718.7	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6 	24	1	0	1	0	1	0	0	1	1	hsa-miR-148a-3p	0.0398	0.2610	1.1591	-0.22	-0.29	0.92	2011
NAT8L	ENST00000331662.3	N-acetyltransferase 8-like (GCN5-related, putative) 	220	1	1	0	0	1	0	1	0	4	hsa-miR-148b-3p	0.0562	0.3474	1.3790	-0.22	-0.24	0.83	2011
HMGA2	ENST00000403681.2	high mobility group AT-hook 2 	8021	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0231	0.1519	0.6407	-0.22	-0.22	0.48	2009, 2011
MLEC	ENST00000228506.3	malectin 	12084	1	0	1	0	0	0	0	0	3	hsa-miR-152-3p	0.0546	0.3232	1.1202	-0.22	-0.23	0.46	2005, 2007, 2009, 2011
PIK3R3	ENST00000262741.5	phosphoinositide-3-kinase, regulatory subunit 3 (gamma) 	335	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0510	0.2871	0.8320	-0.22	-0.24	0.59	2005, 2007, 2009, 2011
SLC24A4	ENST00000393265.2	solute carrier family 24 (sodium/potassium/calcium exchanger), member 4 	5	1	0	1	0	2	0	1	1	0	hsa-miR-148b-3p	0.0238	0.1646	0.8330	-0.22	-0.41	0.93	2011
ZCCHC2	ENST00000269499.5	zinc finger, CCHC domain containing 2 	13	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0795	0.4137	1.1116	-0.22	-0.22	0.86	2005, 2007, 2009, 2011
MYBL1	ENST00000522677.3	v-myb avian myeloblastosis viral oncogene homolog-like 1 	53	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0472	0.3011	1.2628	-0.22	-0.22	0.65	2007, 2009, 2011
COL6A3	ENST00000295550.4	collagen, type VI, alpha 3 	11346	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0296	0.1954	0.8675	-0.22	-0.22	0.30	2011
RALY	ENST00000375114.3	RALY heterogeneous nuclear ribonucleoprotein 	1489	1	0	1	0	0	0	0	0	1	hsa-miR-152-3p	0.0218	0.1427	0.5807	-0.22	-0.22	0.27	NULL
AMMECR1	ENST00000262844.5	Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1 	5	1	0	0	1	0	0	0	0	0	hsa-miR-148a-3p	0.0446	0.2737	1.0048	-0.22	-0.22	0.65	2009, 2011
SULF1	ENST00000458141.2	sulfatase 1 	11	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0277	0.1789	0.7140	-0.22	-0.22	0.62	2005, 2007, 2009, 2011
ZDHHC23	ENST00000330212.3	zinc finger, DHHC-type containing 23 	10	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0274	0.1700	0.6114	-0.22	-0.30	0.55	2011
PDK4	ENST00000005178.5	pyruvate dehydrogenase kinase, isozyme 4 	5549	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0579	0.3150	0.8074	-0.22	-0.22	0.24	2005, 2007, 2009, 2011
KIAA0226	ENST00000273582.5	KIAA0226 	89	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.1235	0.4701	0.9018	-0.22	-0.30	0.86	2009, 2011
ADAMTS15	ENST00000299164.2	ADAM metallopeptidase with thrombospondin type 1 motif, 15 	18	1	1	0	0	0	0	0	0	1	hsa-miR-148a-3p	0.1019	0.4865	1.1966	-0.22	-0.22	0.86	2011
TUBB6	ENST00000591208.1	tubulin, beta 6 class V 	5820	1	0	1	0	1	0	1	0	0	hsa-miR-148a-3p	0.0162	0.1139	0.6230	-0.22	-0.22	< 0.1	NULL
TIGD5	ENST00000504548.2	tigger transposable element derived 5 	823	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0258	0.1649	0.6226	-0.22	-0.22	0.78	2009, 2011
ETV3	ENST00000368192.4	ets variant 3 	37	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0358	0.2407	1.1009	-0.22	-0.22	0.54	NULL
CDK6	ENST00000265734.4	cyclin-dependent kinase 6 	1116	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.1198	0.5167	1.0981	-0.22	-0.23	0.66	2009, 2011
