Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
RAB3IP	ENST00000483530.2	RAB3A interacting protein 	73	1	0	1	0	0	hsa-miR-6862-5p				-0.02	-0.20	N/A
VSTM4	ENST00000332853.4	V-set and transmembrane domain containing 4 	59	1	0	0	1	1	hsa-miR-6862-5p				-0.02	-0.21	N/A
ARID3A	ENST00000263620.3	AT rich interactive domain 3A (BRIGHT-like) 	320	1	0	0	1	0	hsa-miR-6862-5p				-0.02	-0.04	N/A
STEAP4	ENST00000380079.4	STEAP family member 4 	23	1	0	0	1	0	hsa-miR-4253				-0.02	-0.12	N/A
HSPA4L	ENST00000296464.4	heat shock 70kDa protein 4-like 	348	1	0	1	0	0	hsa-miR-6862-5p				-0.02	-0.09	N/A
TRIM24	ENST00000343526.4	tripartite motif containing 24 	182	1	0	1	0	0	hsa-miR-6862-5p				-0.02	-0.12	N/A
RPL10	ENST00000424325.2	ribosomal protein L10 	12	1	0	1	0	0	hsa-miR-4253				-0.02	-0.06	N/A
CNNM2	ENST00000369878.4	cyclin M2 	517	2	0	1	1	0	hsa-miR-6862-5p				-0.02	-0.07	N/A
GJC1	ENST00000426548.1	gap junction protein, gamma 1, 45kDa 	195	1	1	0	0	0	hsa-miR-4253				-0.02	-0.13	N/A
CENPL	ENST00000356198.2	centromere protein L 	390	1	0	0	1	0	hsa-miR-4253				-0.02	-0.17	N/A
TBC1D16	ENST00000310924.2	TBC1 domain family, member 16 	556	3	1	2	0	0	hsa-miR-6862-5p				-0.02	-0.12	N/A
RBBP8	ENST00000399722.2	retinoblastoma binding protein 8 	88	1	1	0	0	0	hsa-miR-4253				-0.02	-0.18	N/A
GPR180	ENST00000376958.4	G protein-coupled receptor 180 	161	1	0	0	1	2	hsa-miR-4253				-0.02	-0.11	N/A
SMARCE1	ENST00000377808.4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1 	252	1	0	1	0	1	hsa-miR-6862-5p				-0.02	-0.12	N/A
PKIA	ENST00000396418.2	protein kinase (cAMP-dependent, catalytic) inhibitor alpha 	542	2	0	1	1	1	hsa-miR-4253				-0.02	-0.44	N/A
MAGI3	ENST00000307546.9	membrane associated guanylate kinase, WW and PDZ domain containing 3 	70	1	0	0	1	0	hsa-miR-4253				-0.02	-0.06	N/A
POLR1A	ENST00000263857.6	polymerase (RNA) I polypeptide A, 194kDa 	675	3	2	0	1	1	hsa-miR-4253				-0.02	-0.22	N/A
PCDHB16	ENST00000361016.2	protocadherin beta 16 	36	1	0	0	1	1	hsa-miR-6862-5p				-0.02	-0.14	N/A
PRMT10	ENST00000322396.6	protein arginine methyltransferase 10 (putative) 	71	1	0	0	1	0	hsa-miR-6862-5p				-0.02	-0.08	N/A
CLCN5	ENST00000376088.3	chloride channel, voltage-sensitive 5 	154	1	1	0	0	0	hsa-miR-4253				-0.02	-0.06	N/A
TPRG1	ENST00000345063.3	tumor protein p63 regulated 1 	24	1	0	0	1	0	hsa-miR-6862-5p				-0.02	-0.12	N/A
RAB1A	ENST00000409892.1	RAB1A, member RAS oncogene family 	472	1	0	0	1	0	hsa-miR-6862-5p				-0.02	-0.24	N/A
PLD6	ENST00000321560.3	phospholipase D family, member 6 	280	1	0	1	0	0	hsa-miR-4253				-0.02	-0.02	N/A
C5orf63	ENST00000535381.1	chromosome 5 open reading frame 63 	42	1	0	0	1	0	hsa-miR-4253				-0.02	-0.20	N/A
SLC6A11	ENST00000254488.2	solute carrier family 6 (neurotransmitter transporter), member 11 	83	1	0	0	1	0	hsa-miR-6862-5p				-0.02	-0.03	N/A
TIFA	ENST00000361717.3	TRAF-interacting protein with forkhead-associated domain 	400	1	0	0	1	0	hsa-miR-4253				-0.02	-0.17	N/A
RNF41	ENST00000345093.4	ring finger protein 41 	152	1	0	0	1	0	hsa-miR-6862-5p				-0.02	-0.16	N/A
PLXNA4	ENST00000321063.4	plexin A4 	9	1	0	1	0	0	hsa-miR-6862-5p				-0.02	-0.04	N/A
TYW3	ENST00000457880.2	tRNA-yW synthesizing protein 3 homolog (S. cerevisiae) 	140	1	0	0	1	0	hsa-miR-6862-5p				-0.02	-0.09	N/A
NNMT	ENST00000535401.1	nicotinamide N-methyltransferase 	522	2	1	1	0	1	hsa-miR-4253				-0.02	-0.55	N/A
ACVR2B	ENST00000352511.4	activin A receptor, type IIB 	21	1	0	0	1	0	hsa-miR-6862-5p				-0.02	-0.05	N/A
SIRPA	ENST00000400068.3	signal-regulatory protein alpha 	1235	1	0	0	1	0	hsa-miR-4253				-0.02	-0.03	N/A
LRRC14	ENST00000292524.1	leucine rich repeat containing 14 	469	1	1	0	0	1	hsa-miR-4253				-0.02	-0.15	N/A
KCNK3	ENST00000302909.3	potassium channel, subfamily K, member 3 	19	1	0	1	0	1	hsa-miR-6862-5p				-0.02	-0.03	N/A
NBN	ENST00000265433.3	nibrin 	342	1	1	0	0	0	hsa-miR-6862-5p				-0.02	-0.34	N/A
DUSP2	ENST00000288943.4	dual specificity phosphatase 2 	41	1	1	0	0	0	hsa-miR-4253				-0.02	-0.06	N/A
FNBP1	ENST00000355681.3	formin binding protein 1 	165	1	1	0	0	0	hsa-miR-4253				-0.02	-0.12	N/A
CYP2S1	ENST00000310054.4	cytochrome P450, family 2, subfamily S, polypeptide 1 	150	1	0	1	0	0	hsa-miR-6862-5p				-0.02	-0.02	N/A
ARID1B	ENST00000346085.5	AT rich interactive domain 1B (SWI1-like) 	220	1	0	0	1	0	hsa-miR-6862-5p				-0.02	-0.28	N/A
GCC1	ENST00000321407.2	GRIP and coiled-coil domain containing 1 	26	1	0	1	0	0	hsa-miR-4253				-0.02	-0.20	N/A
DCLK2	ENST00000296550.7	doublecortin-like kinase 2 	7	1	0	1	0	1	hsa-miR-4253				-0.02	-0.02	N/A
CA12	ENST00000178638.3	carbonic anhydrase XII 	42	1	0	1	0	0	hsa-miR-6862-5p				-0.02	-0.20	N/A
RHBDL3	ENST00000269051.4	rhomboid, veinlet-like 3 (Drosophila) 	100	1	1	0	0	0	hsa-miR-4253				-0.02	-0.21	N/A
CCDC80	ENST00000206423.3	coiled-coil domain containing 80 	570	2	1	0	1	1	hsa-miR-6862-5p				-0.02	-0.06	N/A
ZSCAN29	ENST00000562072.1	zinc finger and SCAN domain containing 29 	32	1	1	0	0	1	hsa-miR-4253				-0.02	-0.16	N/A
ZMYM6	ENST00000357182.4	zinc finger, MYM-type 6 	37	1	0	1	0	0	hsa-miR-4253				-0.02	-0.13	N/A
GFI1	ENST00000370332.1	growth factor independent 1 transcription repressor 	154	1	0	1	0	1	hsa-miR-6862-5p				-0.02	-0.04	N/A
SOBP	ENST00000317357.5	sine oculis binding protein homolog (Drosophila) 	22	1	1	0	0	1	hsa-miR-4253				-0.02	-0.19	N/A
SALL3	ENST00000575389.2	sal-like 3 (Drosophila) 	64	1	0	1	0	0	hsa-miR-4253				-0.02	-0.03	N/A
NADK2	ENST00000397338.1	NAD kinase 2, mitochondrial 	1039	1	0	1	0	0	hsa-miR-4253				-0.02	-0.08	N/A
HOMEZ	ENST00000357460.5	homeobox and leucine zipper encoding 	100	1	0	1	0	0	hsa-miR-4253				-0.02	-0.08	N/A
C5orf42	ENST00000508244.1	chromosome 5 open reading frame 42 	45	1	0	0	1	0	hsa-miR-4253				-0.02	-0.16	N/A
SMIM12	ENST00000521580.2	small integral membrane protein 12 	1091	2	1	0	1	0	hsa-miR-4253				-0.02	-0.48	N/A
POLR3A	ENST00000372371.3	polymerase (RNA) III (DNA directed) polypeptide A, 155kDa 	490	1	1	0	0	2	hsa-miR-6862-5p				-0.02	-0.07	N/A
ANXA11	ENST00000372231.3	annexin A11 	2285	1	1	0	0	0	hsa-miR-4253				-0.02	-0.20	N/A
ZDHHC14	ENST00000359775.5	zinc finger, DHHC-type containing 14 	253	1	0	0	1	1	hsa-miR-4253				-0.02	-0.19	N/A
ZBTB14	ENST00000357006.4	zinc finger and BTB domain containing 14 	459	2	0	0	2	0	hsa-miR-4253				-0.02	-0.25	N/A
CBFA2T2	ENST00000375279.2	core-binding factor, runt domain, alpha subunit 2; translocated to, 2 	107	2	0	1	1	0	hsa-miR-4253				-0.02	-0.03	N/A
MRPS10	ENST00000053468.3	mitochondrial ribosomal protein S10 	63	1	1	0	0	0	hsa-miR-6862-5p				-0.02	-0.47	N/A
ENTPD7	ENST00000370489.4	ectonucleoside triphosphate diphosphohydrolase 7 	136	2	0	2	0	0	hsa-miR-6862-5p				-0.02	-0.25	N/A
AMER1	ENST00000330258.3	APC membrane recruitment protein 1 	11	1	0	0	1	0	hsa-miR-6862-5p				-0.02	-0.03	N/A
SWSAP1	ENST00000312423.2	SWIM-type zinc finger 7 associated protein 1 	55	1	0	1	0	0	hsa-miR-6862-5p				-0.02	-0.24	N/A
ERVMER34-1	ENST00000443173.1	endogenous retrovirus group MER34, member 1 	28	1	1	0	0	0	hsa-miR-4253				-0.02	-0.20	N/A
PSMG1	ENST00000331573.3	proteasome (prosome, macropain) assembly chaperone 1 	31	1	0	0	1	0	hsa-miR-6862-5p				-0.02	-0.12	N/A
KLF16	ENST00000250916.4	Kruppel-like factor 16 	5	1	0	1	0	1	hsa-miR-4253				-0.02	-0.02	N/A
ATRN	ENST00000262919.5	attractin 	39	1	0	1	0	0	hsa-miR-4253				-0.02	-0.02	N/A
ULK1	ENST00000321867.4	unc-51 like autophagy activating kinase 1 	3083	1	0	1	0	0	hsa-miR-4253				-0.02	-0.02	N/A
PLXNA1	ENST00000393409.2	plexin A1 	189	1	0	1	0	0	hsa-miR-4253				-0.02	-0.02	N/A
MTMR1	ENST00000445323.2	myotubularin related protein 1 	489	1	0	1	0	0	hsa-miR-4253				-0.02	-0.02	N/A
NEU4	ENST00000407683.1	sialidase 4 	452	1	0	1	0	0	hsa-miR-4253				-0.02	-0.02	N/A
SNPH	ENST00000381873.3	syntaphilin 	13	1	0	1	0	0	hsa-miR-4253				-0.02	-0.02	N/A
EVC	ENST00000382674.2	Ellis van Creveld syndrome 	165	1	0	1	0	0	hsa-miR-4253				-0.02	-0.02	N/A
SP4	ENST00000222584.3	Sp4 transcription factor 	131	1	0	1	0	0	hsa-miR-4253				-0.02	-0.02	N/A
NGEF	ENST00000264051.3	neuronal guanine nucleotide exchange factor 	13	1	0	1	0	0	hsa-miR-4253				-0.02	-0.02	N/A
TNS1	ENST00000171887.4	tensin 1 	591	1	0	1	0	0	hsa-miR-4253				-0.02	-0.02	N/A
MICAL2	ENST00000379612.3	microtubule associated monooxygenase, calponin and LIM domain containing 2 	1742	1	0	1	0	0	hsa-miR-4253				-0.02	-0.02	N/A
TANC2	ENST00000424789.2	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2 	155	1	0	1	0	2	hsa-miR-4253				-0.02	-0.02	N/A
IL2RB	ENST00000216223.5	interleukin 2 receptor, beta 	5	1	0	1	0	0	hsa-miR-4253				-0.02	-0.02	N/A
SLCO5A1	ENST00000260126.4	solute carrier organic anion transporter family, member 5A1 	9	1	0	1	0	0	hsa-miR-4253				-0.02	-0.02	N/A
ZNF862	ENST00000223210.4	zinc finger protein 862 	7	1	0	1	0	0	hsa-miR-4253				-0.02	-0.02	N/A
MAX	ENST00000284165.6	MYC associated factor X 	51	1	0	1	0	0	hsa-miR-4253				-0.02	-0.02	N/A
ARSA	ENST00000356098.5	arylsulfatase A 	103	2	2	0	0	0	hsa-miR-4253				-0.02	-0.35	N/A
TMED5	ENST00000479918.1	transmembrane emp24 protein transport domain containing 5 	612	1	0	0	1	0	hsa-miR-6862-5p				-0.02	-0.15	N/A
FZR1	ENST00000441788.2	fizzy/cell division cycle 20 related 1 (Drosophila) 	273	1	0	1	0	1	hsa-miR-4253				-0.02	-0.08	N/A
KLHL26	ENST00000300976.4	kelch-like family member 26 	238	1	0	1	0	0	hsa-miR-4253				-0.02	-0.04	N/A
STON1	ENST00000309835.3	stonin 1 	254	1	0	1	0	0	hsa-miR-4253				-0.02	-0.02	N/A
CCBE1	ENST00000439986.4	collagen and calcium binding EGF domains 1 	54	1	0	0	1	1	hsa-miR-6862-5p				-0.02	-0.23	N/A
PTDSS1	ENST00000517309.1	phosphatidylserine synthase 1 	91	1	0	1	0	0	hsa-miR-6862-5p				-0.02	-0.21	N/A
PCYT1A	ENST00000292823.2	phosphate cytidylyltransferase 1, choline, alpha 	731	1	0	1	0	1	hsa-miR-6862-5p				-0.02	-0.02	N/A
BCAS4	ENST00000371608.2	breast carcinoma amplified sequence 4 	492	5	2	3	0	0	hsa-miR-4253				-0.02	-1.09	N/A
USP30	ENST00000257548.5	ubiquitin specific peptidase 30 	76	1	0	0	1	0	hsa-miR-6862-5p				-0.02	-0.17	N/A
ADAT2	ENST00000606514.1	adenosine deaminase, tRNA-specific 2 	303	1	1	0	0	0	hsa-miR-6862-5p				-0.02	-0.31	N/A
MAPK1IP1L	ENST00000395468.4	mitogen-activated protein kinase 1 interacting protein 1-like 	4002	1	0	1	0	0	hsa-miR-4253				-0.02	-0.10	N/A
SRF	ENST00000265354.4	serum response factor (c-fos serum response element-binding transcription factor) 	596	1	0	1	0	0	hsa-miR-4253				-0.02	-0.02	N/A
G3BP1	ENST00000394123.3	GTPase activating protein (SH3 domain) binding protein 1 	688	1	0	1	0	1	hsa-miR-6862-5p				-0.02	-0.18	N/A
KAZALD1	ENST00000370200.5	Kazal-type serine peptidase inhibitor domain 1 	186	1	1	0	0	1	hsa-miR-4253				-0.02	-0.32	N/A
CCL1	ENST00000225842.3	chemokine (C-C motif) ligand 1 	6	1	0	0	1	0	hsa-miR-6862-5p				-0.02	-0.15	N/A
CENPM	ENST00000404067.1	centromere protein M 	68	4	2	2	0	0	hsa-miR-4253				-0.02	-0.70	N/A
PRIM1	ENST00000338193.6	primase, DNA, polypeptide 1 (49kDa) 	178	2	1	0	1	0	hsa-miR-6862-5p				-0.02	-0.38	N/A
LONRF2	ENST00000393437.3	LON peptidase N-terminal domain and ring finger 2 	394	1	0	1	0	0	hsa-miR-4253				-0.02	-0.02	N/A
POU6F1	ENST00000389243.4	POU class 6 homeobox 1 	135	1	1	0	0	0	hsa-miR-4253				-0.02	-0.36	N/A
VSNL1	ENST00000406397.1	visinin-like 1 	89	1	0	1	0	0	hsa-miR-6862-5p				-0.02	-0.25	N/A
AP3B1	ENST00000255194.6	adaptor-related protein complex 3, beta 1 subunit 	180	1	0	0	1	0	hsa-miR-6862-5p				-0.02	-0.15	N/A
WDR41	ENST00000296679.4	WD repeat domain 41 	313	1	0	1	0	1	hsa-miR-6862-5p				-0.02	-0.15	N/A
AQR	ENST00000156471.5	aquarius intron-binding spliceosomal factor 	314	2	1	1	0	0	hsa-miR-4253				-0.02	-0.14	N/A
KIAA1715	ENST00000272748.4	KIAA1715 	858	2	1	1	0	0	hsa-miR-6862-5p				-0.02	-0.32	N/A
SLC7A11	ENST00000280612.5	solute carrier family 7 (anionic amino acid transporter light chain, xc- system), member 11 	61	1	0	0	1	0	hsa-miR-4253				-0.02	-0.07	N/A
STK10	ENST00000176763.5	serine/threonine kinase 10 	655	1	0	0	1	1	hsa-miR-4253				-0.02	-0.15	N/A
MUM1	ENST00000415183.3	melanoma associated antigen (mutated) 1 	415	2	0	2	0	0	hsa-miR-4253				-0.02	-0.06	N/A
RALY	ENST00000375114.3	RALY heterogeneous nuclear ribonucleoprotein 	1489	1	0	1	0	0	hsa-miR-6862-5p				-0.02	-0.13	N/A
FLYWCH1	ENST00000253928.9	FLYWCH-type zinc finger 1 	97	3	1	2	0	0	hsa-miR-6862-5p				-0.02	-0.40	N/A
SMIM15	ENST00000339020.3	small integral membrane protein 15 	1037	1	1	0	0	0	hsa-miR-4253				-0.02	-0.45	N/A
PSMB9	ENST00000395330.1	proteasome (prosome, macropain) subunit, beta type, 9 	64	1	0	0	1	2	hsa-miR-6862-5p				-0.02	-0.30	N/A
TMEM18	ENST00000281017.3	transmembrane protein 18 	471	2	0	2	0	0	hsa-miR-4253				-0.02	-0.30	N/A
THEM4	ENST00000368814.3	thioesterase superfamily member 4 	262	2	0	1	1	0	hsa-miR-4253				-0.02	-0.26	N/A
XYLB	ENST00000207870.3	xylulokinase homolog (H. influenzae) 	119	1	0	0	1	0	hsa-miR-4253				-0.02	-0.18	N/A
CLEC16A	ENST00000409790.1	C-type lectin domain family 16, member A 	108	1	0	1	0	0	hsa-miR-4253				-0.02	-0.02	N/A
HNRNPR	ENST00000478691.1	heterogeneous nuclear ribonucleoprotein R 	6629	3	0	0	3	1	hsa-miR-4253				-0.02	-0.37	N/A
PLAC8	ENST00000311507.4	placenta-specific 8 	212	1	1	0	0	0	hsa-miR-4253				-0.02	-0.39	N/A
TMED4	ENST00000457408.2	transmembrane emp24 protein transport domain containing 4 	3117	2	1	1	0	0	hsa-miR-4253				-0.02	-0.59	N/A
MTMR10	ENST00000435680.1	myotubularin related protein 10 	30	1	0	1	0	0	hsa-miR-4253				-0.02	-0.17	N/A
SFT2D2	ENST00000271375.4	SFT2 domain containing 2 	97	1	1	0	0	0	hsa-miR-4253				-0.02	-0.08	N/A
TFDP2	ENST00000499676.2	transcription factor Dp-2 (E2F dimerization partner 2) 	128	1	0	0	1	0	hsa-miR-6862-5p				-0.02	-0.17	N/A
ENDOD1	ENST00000278505.4	endonuclease domain containing 1 	100	2	0	2	0	1	hsa-miR-6862-5p				-0.02	-0.17	N/A
FAM105B	ENST00000284274.4	family with sequence similarity 105, member B 	247	1	0	1	0	2	hsa-miR-6862-5p				-0.02	-0.14	N/A
TRAF1	ENST00000373887.3	TNF receptor-associated factor 1 	5	2	0	2	0	1	hsa-miR-4253				-0.02	-0.26	N/A
PHKA2	ENST00000379942.4	phosphorylase kinase, alpha 2 (liver) 	588	2	0	1	1	1	hsa-miR-6862-5p				-0.02	-0.12	N/A
NHP2L1	ENST00000355257.3	NHP2 non-histone chromosome protein 2-like 1 (S. cerevisiae) 	18476	1	0	1	0	0	hsa-miR-4253				-0.02	-0.28	N/A
HIP1	ENST00000336926.6	huntingtin interacting protein 1 	37	1	0	1	0	0	hsa-miR-4253				-0.02	-0.02	N/A
ZBTB17	ENST00000375743.4	zinc finger and BTB domain containing 17 	136	1	0	1	0	0	hsa-miR-4253				-0.02	-0.12	N/A
GIGYF2	ENST00000373566.3	GRB10 interacting GYF protein 2 	361	2	1	0	1	0	hsa-miR-6862-5p				-0.02	-0.17	N/A
PTCD2	ENST00000380639.5	pentatricopeptide repeat domain 2 	377	1	0	1	0	0	hsa-miR-6862-5p				-0.02	-0.09	N/A
TMEM11	ENST00000317635.5	transmembrane protein 11 	223	1	0	0	1	0	hsa-miR-6862-5p				-0.02	-0.17	N/A
GNB4	ENST00000232564.3	guanine nucleotide binding protein (G protein), beta polypeptide 4 	343	1	0	1	0	0	hsa-miR-4253				-0.02	-0.06	N/A
PTPN9	ENST00000306726.2	protein tyrosine phosphatase, non-receptor type 9 	644	1	0	0	1	0	hsa-miR-6862-5p				-0.02	-0.11	N/A
HIC2	ENST00000407464.2	hypermethylated in cancer 2 	28	1	0	1	0	2	hsa-miR-4253				-0.02	-0.09	N/A
REPS2	ENST00000357277.3	RALBP1 associated Eps domain containing 2 	36	1	0	1	0	0	hsa-miR-4253				-0.02	-0.10	N/A
C19orf52	ENST00000270502.6	chromosome 19 open reading frame 52 	792	1	0	0	1	0	hsa-miR-4253				-0.02	-0.14	N/A
PSD4	ENST00000441564.3	pleckstrin and Sec7 domain containing 4 	72	3	1	1	1	1	hsa-miR-4253				-0.02	-0.25	N/A
RNF217	ENST00000521654.2	ring finger protein 217 	92	2	0	1	1	1	hsa-miR-6862-5p				-0.02	-0.18	N/A
URI1	ENST00000392271.1	URI1, prefoldin-like chaperone 	1221	1	0	1	0	0	hsa-miR-6862-5p				-0.02	-0.24	N/A
ATF6	ENST00000367942.3	activating transcription factor 6 	382	2	0	0	2	1	hsa-miR-4253				-0.02	-0.09	N/A
AGBL3	ENST00000359383.3	ATP/GTP binding protein-like 3 	148	1	0	1	0	0	hsa-miR-4253				-0.02	-0.27	N/A
TNRC6B	ENST00000335727.9	trinucleotide repeat containing 6B 	69	1	0	1	0	1	hsa-miR-4253				-0.02	-0.02	N/A
TIMP3	ENST00000266085.6	TIMP metallopeptidase inhibitor 3 	7421	1	0	1	0	0	hsa-miR-4253				-0.02	-0.15	N/A
TNPO3	ENST00000393245.1	transportin 3 	30	1	0	0	1	1	hsa-miR-4253				-0.02	-0.03	N/A
STS	ENST00000217961.4	steroid sulfatase (microsomal), isozyme S 	64	1	0	1	0	0	hsa-miR-4253				-0.02	-0.02	N/A
TRIOBP	ENST00000406386.3	TRIO and F-actin binding protein 	1545	1	1	0	0	0	hsa-miR-4253				-0.02	-0.03	N/A
KLF10	ENST00000285407.6	Kruppel-like factor 10 	320	2	0	1	1	1	hsa-miR-6862-5p				-0.02	-0.20	N/A
UGGT1	ENST00000259253.6	UDP-glucose glycoprotein glucosyltransferase 1 	1377	1	0	0	1	2	hsa-miR-6862-5p				-0.02	-0.04	N/A
EIF3F	ENST00000533626.1	eukaryotic translation initiation factor 3, subunit F 	64	1	0	1	0	0	hsa-miR-6862-5p				-0.02	-0.21	N/A
RBM4B	ENST00000531036.2	RNA binding motif protein 4B 	199	1	1	0	0	1	hsa-miR-6862-5p				-0.02	-0.33	N/A
ZMYM1	ENST00000373330.1	zinc finger, MYM-type 1 	215	1	0	1	0	0	hsa-miR-4253				-0.02	-0.02	N/A
ZNF766	ENST00000439461.1	zinc finger protein 766 	324	2	1	1	0	1	hsa-miR-6862-5p				-0.02	-0.23	N/A
ZCCHC17	ENST00000344147.5	zinc finger, CCHC domain containing 17 	100	1	0	0	1	1	hsa-miR-4253				-0.02	-0.16	N/A
TBL3	ENST00000568546.1	transducin (beta)-like 3 	57	1	0	1	0	0	hsa-miR-6862-5p				-0.02	-0.18	N/A
LRRC27	ENST00000392638.2	leucine rich repeat containing 27 	68	1	0	1	0	0	hsa-miR-6862-5p				-0.02	-0.22	N/A
PKHD1	ENST00000371117.3	polycystic kidney and hepatic disease 1 (autosomal recessive) 	5	1	1	0	0	1	hsa-miR-6862-5p				-0.02	-0.04	N/A
MAP9	ENST00000311277.4	microtubule-associated protein 9 	45	1	0	0	1	0	hsa-miR-6862-5p				-0.02	-0.08	N/A
NEK4	ENST00000233027.5	NIMA-related kinase 4 	288	2	0	1	1	0	hsa-miR-4253				-0.02	-0.20	N/A
FOXK1	ENST00000328914.4	forkhead box K1 	368	1	0	1	0	0	hsa-miR-4253				-0.01	-0.02	N/A
FASTKD2	ENST00000236980.6	FAST kinase domains 2 	579	1	0	1	0	0	hsa-miR-4253				-0.01	-0.08	N/A
XRRA1	ENST00000527087.1	X-ray radiation resistance associated 1 	136	2	1	1	0	0	hsa-miR-6862-5p				-0.01	-0.23	N/A
SLC25A33	ENST00000302692.6	solute carrier family 25 (pyrimidine nucleotide carrier), member 33 	2021	1	1	0	0	0	hsa-miR-4253				-0.01	-0.30	N/A
ELP6	ENST00000296149.4	elongator acetyltransferase complex subunit 6 	92	2	1	1	0	0	hsa-miR-6862-5p				-0.01	-0.48	N/A
NFATC4	ENST00000413692.2	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 4 	73	2	0	0	2	0	hsa-miR-4253				-0.01	-0.23	N/A
CTNNBIP1	ENST00000377263.1	catenin, beta interacting protein 1 	493	1	0	1	0	0	hsa-miR-6862-5p				-0.01	-0.08	N/A
WASL	ENST00000223023.4	Wiskott-Aldrich syndrome-like 	230	1	0	1	0	0	hsa-miR-4253				-0.01	-0.17	N/A
VPS37A	ENST00000324849.4	vacuolar protein sorting 37 homolog A (S. cerevisiae) 	339	1	0	0	1	1	hsa-miR-6862-5p				-0.01	-0.14	N/A
ZFPM1	ENST00000319555.3	zinc finger protein, FOG family member 1 	168	1	1	0	0	0	hsa-miR-4253				-0.01	-0.15	N/A
MYL9	ENST00000279022.2	myosin, light chain 9, regulatory 	1779	1	0	1	0	0	hsa-miR-4253				-0.01	-0.08	N/A
SDHAF1	ENST00000378887.2	succinate dehydrogenase complex assembly factor 1 	2317	1	1	0	0	1	hsa-miR-4253				-0.01	-0.32	N/A
TIAL1	ENST00000369093.2	TIA1 cytotoxic granule-associated RNA binding protein-like 1 	1342	1	1	0	0	0	hsa-miR-6862-5p				-0.01	-0.20	N/A
NDUFA4	ENST00000339600.5	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4, 9kDa 	143	1	1	0	0	0	hsa-miR-4253				-0.01	-0.46	N/A
CDC42EP4	ENST00000335793.3	CDC42 effector protein (Rho GTPase binding) 4 	47	1	0	0	1	1	hsa-miR-6862-5p				-0.01	-0.22	N/A
CLCN3	ENST00000513761.1	chloride channel, voltage-sensitive 3 	1142	1	1	0	0	0	hsa-miR-4253				-0.01	-0.14	N/A
TMPRSS6	ENST00000381792.2	transmembrane protease, serine 6 	69	1	0	1	0	0	hsa-miR-4253				-0.01	-0.16	N/A
SRM	ENST00000376957.2	spermidine synthase 	46	1	0	1	0	0	hsa-miR-6862-5p				-0.01	-0.14	N/A
SPTBN1	ENST00000356805.4	spectrin, beta, non-erythrocytic 1 	959	1	1	0	0	0	hsa-miR-6862-5p				-0.01	-0.11	N/A
AGAP1	ENST00000304032.8	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1 	109	1	0	1	0	2	hsa-miR-4253				-0.01	-0.02	N/A
BAZ2A	ENST00000379441.3	bromodomain adjacent to zinc finger domain, 2A 	48	1*	0	0	0	1	hsa-miR-4253				-0.01	-0.01	N/A
USP49	ENST00000394253.3	ubiquitin specific peptidase 49 	44	2	0	2	0	1	hsa-miR-6862-5p				-0.01	-0.12	N/A
SS18	ENST00000415083.2	synovial sarcoma translocation, chromosome 18 	205	1	0	0	1	0	hsa-miR-4253				-0.01	-0.15	N/A
FMNL3	ENST00000335154.5	formin-like 3 	132	1	0	1	0	0	hsa-miR-4253				-0.01	-0.05	N/A
ZBTB10	ENST00000430430.1	zinc finger and BTB domain containing 10 	113	1	0	0	1	0	hsa-miR-6862-5p				-0.01	-0.11	N/A
STX11	ENST00000367568.4	syntaxin 11 	13	1	0	1	0	1	hsa-miR-4253				-0.01	-0.11	N/A
RNF8	ENST00000373479.4	ring finger protein 8, E3 ubiquitin protein ligase 	301	1	0	0	1	0	hsa-miR-6862-5p				-0.01	-0.13	N/A
FBRSL1	ENST00000434748.2	fibrosin-like 1 	778	1	0	1	0	0	hsa-miR-4253				-0.01	-0.16	N/A
FLRT2	ENST00000330753.4	fibronectin leucine rich transmembrane protein 2 	73	1	1	0	0	0	hsa-miR-6862-5p				-0.01	-0.06	N/A
CLMN	ENST00000298912.4	calmin (calponin-like, transmembrane) 	53	1	0	0	1	2	hsa-miR-4253				-0.01	-0.08	N/A
KIAA0586	ENST00000423743.3	KIAA0586 	95	1	0	1	0	0	hsa-miR-4253				-0.01	-0.02	N/A
EIF4EBP1	ENST00000338825.4	eukaryotic translation initiation factor 4E binding protein 1 	121	1	1	0	0	0	hsa-miR-4253				-0.01	-0.38	N/A
SRGAP1	ENST00000355086.3	SLIT-ROBO Rho GTPase activating protein 1 	64	1	0	1	0	1	hsa-miR-4253				-0.01	-0.02	N/A
PHF21A	ENST00000257821.4	PHD finger protein 21A 	301	1	0	1	0	0	hsa-miR-6862-5p				-0.01	-0.21	N/A
PAOX	ENST00000368539.4	polyamine oxidase (exo-N4-amino) 	264	1	1	0	0	0	hsa-miR-6862-5p				-0.01	-0.52	N/A
